index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
2790,b7020,w21119,o8289,kramer vs. kramer,1979,8000000.0,106260000.0,12.2825,1979-12-19 00:00:00,12.0,4.0,353.0,50.0,1.0,105.0,2.0,[Gerald B. Greenberg],,"""['Dustin Hoffman', 'Meryl Streep']""",['Robert Benton'],['Robert Benton'],Columbia,"""[Paul Gemignani, Herb Harris, John Kander, Erma E. Levin, Roy B. Yokelson, Antonio Vivaldi]""",[NeÌstor Almendros],"""[Richard Fischoff, Stanley R. Jaffe]""","['Dustin Hoffman', 'Meryl Streep']",['Robert Benton'],['Robert Benton'],['Columbia'],"['Paul Gemignani', 'Herb Harris', 'John Kander', 'Erma E. Levin', 'Roy B. Yokelson', 'Antonio Vivaldi']",['NeÌ\x81stor Almendros'],"['Richard Fischoff', 'Stanley R. Jaffe']",197.1868183407703,14.554348805263158,56.68915930526316,5801048.290532906,76.13827737669173,15.374348805263159,28.948255944761904
2791,b7021,w21120,,krampus ,2015,15000000.0,61500000.0,3.1,2015-12-04 00:00:00,12.0,4.0,338.0,48.0,0.0,98.0,3.0,[John Axelrad],,"""['Toni Collette', 'David Koechner', 'Adam Scott']""",['Michael Dougherty'],['Michael Dougherty'],Universal,[Douglas Pipes],[Jules O'Loughlin],"""['Jon Jashni', 'Thomas Tull']""","['Toni Collette', 'David Koechner', 'Adam Scott']",['Michael Dougherty'],['Michael Dougherty'],['Universal'],['Douglas Pipes'],['Jules OLoughlin'],"['Jon Jashni', 'Thomas Tull']",1047604.2073572506,3.225,4.142156862745098,5289808.384345475,4.094333333333333,3.1,85.14768965678891
2792,b7028,w21134,,krull ,1983,47000000.0,16519463.0,-0.6485220638297873,1983-07-29 00:00:00,7.0,3.0,210.0,30.0,0.0,121.0,2.0,[Ray Lovejoy],[Barclays Mercantile Industrial Finance],['Liam Neeson'],,,Columbia,['James Horner'],[Peter Suschitzky],[Ron Silverman],['Liam Neeson'],[''],[''],['Columbia'],['James Horner'],['Peter Suschitzky'],['Ron Silverman'],1610948.0230160183,0.0,0.0,5801048.290532906,3295300.6519635036,1875486.2410880493,2.476112158392435
2793,b7039,w21140,o6452,kundun,1997,28.0,5.7,-0.7964285714285715,1997-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,134.0,3.0,[Thelma Schoonmaker],[Touchstone Pictures],Tenzin Thuthob Tsarong|Gyurme Tethong|Tulku Jamyang Kunga Tenzin|Tenzin Yeshi Paichang,['Martin Scorsese'],,Buena Vista,['Philip Glass'],['Roger Deakins'],[Barbara De Fina],"['Tenzin Thuthob Tsarong', 'Gyurme Tethong', 'Tulku Jamyang Kunga Tenzin', 'Tenzin Yeshi Paichang']",['Martin Scorsese'],[''],['Buena Vista'],['Philip Glass'],['Roger Deakins'],['Barbara De Fina'],-3.185714285714286,60.48543601089008,0.0,9337938.263981039,25.247513446320347,45.92745394060534,0.9568550724637679
2794,b7043,w21143,o16615,kung fu panda,2008,130000000.0,631700000.0,3.859230769230769,2008-06-06 00:00:00,6.0,2.0,158.0,22.0,0.0,92.0,2.0,[Clare Knight],[DreamWorks Animation],"""['Jack Black', 'Dustin Hoffman', 'Angelina Jolie', 'Ian McShane ', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross ', 'Dan Fogler*', 'Michael Clarke Duncan*']""",Mark Osborne|John Stevenson,"""['Jonathan Aibel', 'Glenn Berger']""",Paramount (DreamWorks),"""['John Powell', 'Hans Zimmer']""",[Yong Duk Jhun],[Melissa Cobb],"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie', 'Ian McShane ', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross ', 'Dan Fogler', 'Michael Clarke Duncan']","['Mark Osborne', 'John Stevenson']","['Jonathan Aibel', 'Glenn Berger']",['Paramount (DreamWorks)'],"['John Powell', 'Hans Zimmer']",['Yong Duk Jhun'],['Melissa Cobb'],5554732.484498003,11.391794871794872,42.797756542189404,8579701.403204354,11688735.282582127,5574822.781275212,6.453713527851459
2795,b7045,w21144,o5402,kung fu panda 3,2016,145000000.0,521200000.00000006,2.59448275862069,2016-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,95.0,2.0,[Clare Knight],,"""['Jack Black', 'Jackie Chan', 'Bryan Cranston', 'David Cross ', 'Dustin Hoffman', 'Kate Hudson', 'Angelina Jolie', 'Lucy Liu', 'Seth Rogen']""","""['Alessandro Carloni', 'Jennifer Yuh Nelson']""","""['Jonathan Aibel', 'Glenn Berger']""",Fox,['Hans Zimmer'],[],[Melissa Cobb],"['Jack Black', 'Jackie Chan', 'Bryan Cranston', 'David Cross ', 'Dustin Hoffman', 'Kate Hudson', 'Angelina Jolie', 'Lucy Liu', 'Seth Rogen']","['Alessandro Carloni', 'Jennifer Yuh Nelson']","['Jonathan Aibel', 'Glenn Berger']",['Fox'],['Hans Zimmer'],[''],['Melissa Cobb'],5554738.75302578,5.18896551724138,42.797756542189404,13539473.716561431,3493343.852757978,0.0,6.453713527851459
2796,b7046,w21149,,kung pow! enter the fist,2002,10000000.0,17000000.0,0.7,2002-01-25 00:00:00,1.0,1.0,25.0,3.0,1.0,81.0,3.0,[Paul Marshal],[O Entertainment],,['Steve Oedekerk'],['Steve Oedekerk'],Fox,[Robert Folk],[John J. Connor],"""[Steve Oedekerk, Tom Koranda, Paul Marshal]""",[''],['Steve Oedekerk'],['Steve Oedekerk'],['Fox'],['Robert Folk'],['John J. Connor'],"['Steve Oedekerk', 'Tom Koranda', 'Paul Marshal']",0.0,1.48,14.208758377425042,13539473.716561431,48.84923843779169,0.7,4.533333333333333
2797,b7070,w21157,,l.a. confidential ,1997,35000000.0,126200000.0,2.6057142857142863,1997-09-19 00:00:00,9.0,3.0,262.0,37.0,0.0,138.0,4.0,[Peter Honess],[Regency Enterprises],"""['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger', 'Danny DeVito']""",['Curtis Hanson'],['Brian Helgeland'],Warner Bros.,['Jerry Goldsmith'],['Dante Spinotti'],['Arnon Milchan'],"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger', 'Danny DeVito']",['Curtis Hanson'],['Brian Helgeland'],['Warner Bros.'],['Jerry Goldsmith'],['Dante Spinotti'],['Arnon Milchan'],1233105.463818458,13.871046441460438,11.840183777380954,15505963.552973289,121.5543219874766,12.28731704741911,123.16618575675179
2798,b7074,w21167,o20044,l.i.e.,2001,700000.0,1667192.0,1.3817028571428571,2001-09-07 00:00:00,9.0,3.0,250.0,35.0,1.0,97.0,6.0,"""[Eric Carlson, Kane Platt]""","""[Alter Ego Entertainment, Belladonna Productions]""","""['Brian Cox', 'Paul Dano']""",['Michael Cuesta'],['Michael Cuesta'],Lot 47,[Pierre FoÌldes],[Romeo Tirone],['Michael Cuesta'],"['Brian Cox', 'Paul Dano']",['Michael Cuesta'],['Michael Cuesta'],['Lot 47'],['Pierre FoÌ\x88ldes'],['Romeo Tirone'],['Michael Cuesta'],61.93347784624332,0.8817028571428571,1.3817028571428571,1.3817028571428571,1.3817028571428571,1.3817028571428571,1.3817028571428571
2799,b7078,w2744,,la bamba ,1987,6500000.0,54215416.0,7.34083323076923,1987-07-24 00:00:00,7.0,3.0,205.0,29.0,0.0,108.0,3.0,"""[Sheldon Kahn, Don Brochu]""",,,,,Columbia,"""[Los Lobos, Miles Goodman, Carlos Santana]""",[Adam Greenberg],['Taylor Hackford'],[''],[''],[''],['Columbia'],"['Los Lobos', 'Miles Goodman', 'Carlos Santana']",['Adam Greenberg'],['Taylor Hackford'],0.0,0.0,0.0,5801048.290532906,99.19174802185832,47.65060040902298,10.541597334379217
2800,b7098,w21168,,la la land ,2016,30000000.0,439100000.0,13.636666666666667,2016-12-09 00:00:00,12.0,4.0,344.0,49.0,0.0,127.0,3.0,[Tom Cross],,"""['Ryan Gosling', 'Emma Stone']""",['Damien Chazelle'],['Damien Chazelle'],Lionsgate/Summit,[Justin Hurwitz],[Linus Sandgren],['Marc Platt'],"['Ryan Gosling', 'Emma Stone']",['Damien Chazelle'],['Damien Chazelle'],['Lionsgate/Summit'],['Justin Hurwitz'],['Linus Sandgren'],['Marc Platt'],7634313.047207812,13.229266666666668,15.249266666666667,88.6303855985223,13.229266666666668,22.18257575757576,41.03996508395272
2801,,w21171,,labor day ,,18000000.0,20275812.0,0.126434,,,,,,,,,[Dana E. Glauberman],"""[Indian Paintbrush, Right of Way, Mr. Mudd]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2802,b7126,w21174,,labyrinth ,1986,25000000.0,12900000.0,-0.484,1986-06-27 00:00:00,6.0,2.0,178.0,25.0,1.0,101.0,2.0,[John Grover],,['Jennifer Connelly'],,,TriStar,['Trevor Jones'],[Alex Thomson],['George Lucas'],['Jennifer Connelly'],[''],[''],['TriStar'],['Trevor Jones'],['Alex Thomson'],['George Lucas'],6.7729790791222015,0.0,0.0,3527374.869952258,813421.3908493466,-2.013319431818182,398.10504543722584
2803,b7128,w21180,o22054,ladder 49,2004,55000000.0,100600000.0,0.8290909090909091,2004-10-01 00:00:00,10.0,4.0,275.0,39.0,0.0,114.0,3.0,"""[Bud S. Smith, M. Scott Smith]""","""[Touchstone Pictures, Beacon Pictures, Casey Silver Productions]""","""['Joaquin Phoenix', 'John Travolta', 'Billy Burke']""",['Jay Russell'],['Lewis Colick'],Buena Vista,['William Ross'],['James L. Carter'],['Casey Silver'],"['Joaquin Phoenix', 'John Travolta', 'Billy Burke']",['Jay Russell'],['Lewis Colick'],['Buena Vista'],['William Ross'],['James L. Carter'],['Casey Silver'],233.9808660457167,2.406590909090909,1.3727437214304539,9337938.263981039,6.488085845349575,-0.7265245409090908,1.340211962548307
2804,,w21185,o402,ladies courageous,1944,834260.0,1072763.0,0.285885695107041,2044-02-01 00:00:00,2.0,1.0,32.0,5.0,0.0,88.0,,[Philip Cahn],[Walter Wanger Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2805,,w21259,o4922,lady in the lake,1947,1026000.0,2657000.0,1.5896686159844056,2047-04-14 00:00:00,4.0,2.0,104.0,15.0,0.0,105.0,,[Gene Ruggiero],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,b7145,w21260,o20376,lady in the water,2006,70000000.0,72800000.0,0.04,2006-07-21 00:00:00,7.0,3.0,202.0,29.0,0.0,109.0,3.0,[Barbara Tulliver],"""[Legendary Pictures, Blinding Edge Pictures]""","""['Paul Giamatti', 'Bryce Dallas Howard', 'Jeffrey Wright', 'M. Night Shyamalan', 'Freddy Rodriguez', 'Jared Harris*']""",['M. Night Shyamalan'],['M. Night Shyamalan'],Warner Bros.,['James Newton Howard'],['Christopher Doyle'],"""['Sam Mercer', 'M. Night Shyamalan']""","['Paul Giamatti', 'Bryce Dallas Howard', 'Jeffrey Wright', 'M. Night Shyamalan', 'Freddy Rodriguez', 'Jared Harris']",['M. Night Shyamalan'],['M. Night Shyamalan'],['Warner Bros.'],['James Newton Howard'],['Christopher Doyle'],"['Sam Mercer', 'M. Night Shyamalan']",2330822.651177004,1875407.5841623938,1875409.4422576318,15505963.552973289,1875528.6496372758,-1.0794805939393939,1875419.5394896604
2807,b7144,w21261,o11753,lady in white,22-Apr,4700000.0,1705139.0,-0.6372044680851063,1988-04-22 00:00:00,4.0,2.0,113.0,16.0,0.0,,3.0,[Steve Mann],,['Lukas Haas'],Frank LaLoggia,,New Century,[Frank LaLoggia],[Russell Carpenter],"""[Frank LaLoggia, Andrew G. La Marca]""",['Lukas Haas'],['Frank LaLoggia'],[''],['New Century'],['Frank LaLoggia'],['Russell Carpenter'],"['Frank LaLoggia', 'Andrew G. La Marca']",5.734442009204271,-0.6372044680851063,0.0,-1.2811409680851065,-0.6372044680851063,33.17115002053877,-1.2744089361702127
2808,,w21281,o22868,lady of the tropics,1939,913000.0,1533000.0,0.6790799561883899,2039-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,92.0,,[Elmo Veron],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,,w21292,,lady sings the blues ,,14000000.0,19726490.0,0.409035,,,,,,,,,[Argyle Nelson],[Motown Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,,w21303,o22564,lady with a past,1932,541000.0,595000.0,0.09981515711645103,2032-02-19 00:00:00,2.0,1.0,50.0,7.0,0.0,80.0,,[Charles Craft],"""[RKO PatheÌ Pictures, Inc., Charles R. Rogers]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,b7147,w21312,,ladybugs ,1992,20000000.0,14800000.0,-0.26,1992-03-27 00:00:00,3.0,1.0,87.0,12.0,0.0,90.0,3.0,"""[Timothy Board, John W. Wheeler]""",,,,,Paramount,[Richard Gibbs],[Dan Burstall],"""[Andre Morgan, Albert S. Ruddy]""",[''],[''],[''],['Paramount'],['Richard Gibbs'],['Dan Burstall'],"['Andre Morgan', 'Albert S. Ruddy']",0.0,0.0,0.0,10229619.047976788,11.425515188552263,-0.26,10.710337727589192
2812,,w21313,,ladyhawke ,,20000000.0,18400000.0,-0.08,,,,,,,,,[Stuart Baird],"""[Twentieth Century Fox Film Corporation, Warner Bros.]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,b7157,w21326,,lake placid ,1999,27000000.0,56870414.0,1.1063116296296296,1999-07-16 00:00:00,7.0,3.0,197.0,28.0,0.0,82.0,4.0,"""[Paul Hirsch, Marshall Harvey]""","""[Fox 2000, Phoenix Pictures]""",['Brendan Gleeson'],,,Fox,['John Ottman'],['Daryn Okada'],"""[David E. Kelley, Michael Pressman, Peter Bogart]""",['Brendan Gleeson'],[''],[''],['Fox'],['John Ottman'],['Daryn Okada'],"['David E. Kelley', 'Michael Pressman', 'Peter Bogart']",7.721511149507908,0.0,0.0,13539473.716561431,618487.5762472793,23.162650495875017,3.3189348888888888
2814,b7160,w21334,o16620,lakeview terrace,2008,20000000.0,44653637.0,1.23268185,2008-09-19 00:00:00,9.0,3.0,263.0,37.0,0.0,106.0,3.0,[Joel Plotch],[Overbrook Entertainment],"""['Samuel L. Jackson', 'Patrick Wilson', 'Kerry Washington']""",['Neil LaBute'],,Sony / Screen Gems,['Mychael Danna'],[Rogier Stoffers],"""['James Lassiter', 'Will Smith']""","['Samuel L. Jackson', 'Patrick Wilson', 'Kerry Washington']",['Neil LaBute'],[''],['Sony / Screen Gems'],['Mychael Danna'],['Rogier Stoffers'],"['James Lassiter', 'Will Smith']",5151987.034418778,1.5274313380952382,0.0,99.92383911370032,28.632849714338708,19.708435351708818,1875423.1128200756
2815,b7165,w21341,,lambada ,1990,900000.0,4263112.0,3.736791111111111,1990-03-16 00:00:00,3.0,1.0,75.0,10.0,0.0,,2.0,[Andy Horvitch],[Cannon Films],,,,Warner Bros.,[Greg DeBelles],[Roberto D'Ettorre Piazzoli],"""[Peter Shepherd, (producer), Yoram Globus, (uncredited)]""",[''],[''],[''],['Warner Bros.'],['Greg DeBelles'],['Roberto DEttorre Piazzoli'],"['Peter Shepherd', '(producer)', 'Yoram Globus', '(uncredited)']",0.0,0.0,0.0,15505963.552973289,3.736791111111111,3.736791111111111,41.85246003832061
2816,b7172,w21372,o20377,land of the blind,2006,18000000.0,15180.0,-0.9991566666666668,2006-06-16 00:00:00,6.0,2.0,167.0,24.0,0.0,101.0,4.0,[Ferne Pearlstein],"""[Avnet-Kerner Productions, Bauer Martinez Studios, Brooklyn Films, Defender Film Fund II, Defender Production, Lucky 7 Productions LLC, Studio Eight Productions, Templar Films]""","""['Ralph Fiennes', 'Donald Sutherland', 'Tom Hollander', 'Lara Flynn Boyle']""",Robert Edwards,,Bauer Martinez Distribution,"""[Guy Farley, Doug Edwards]""",[Emmanuel Kadosh],"""[Philippe Martinez, Jon Avnet, Alan Latham, Cerise Hallam Larkin, Stanley Roup]""","['Ralph Fiennes', 'Donald Sutherland', 'Tom Hollander', 'Lara Flynn Boyle']",['Robert Edwards'],[''],['Bauer Martinez Distribution'],"['Guy Farley', 'Doug Edwards']",['Emmanuel Kadosh'],"['Philippe Martinez', 'Jon Avnet', 'Alan Latham', 'Cerise Hallam Larkin', 'Stanley Roup']",53.0267896874857,-0.9991566666666668,0.0,-1.6001360416666668,-1.9983133333333336,-1.9659594666666669,-7.1029036011904765
2817,,w21373,o18309,land of the dead,2005,1519000000.0,46800000.0,-0.9691902567478604,2005-06-24 00:00:00,6.0,2.0,175.0,25.0,0.0,97.0,4.0,[Michael Doherty],"""[Atmosphere Entertainment MM, Romero-Grunwald Productions]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,b7173,w21375,,land of the lost ,2009,100000000.0,68800000.0,-0.312,2009-06-05 00:00:00,6.0,2.0,156.0,22.0,0.0,102.0,3.0,[Peter Teschner],"""[Relativity Media, Sid & Marty Krofft Pictures, Mosaic Media Group]""","""['Leonard Nimoy', 'Will Ferrell', 'Anna Friel', 'Danny McBride', 'Jorma Taccone']""",['Brad Silberling'],['Chris Henchy'],Universal,['Michael Giacchino'],[Dion Beebe],"""['Ryan Kavanaugh', 'Daniel Lupi', 'Adam McKay']""","['Leonard Nimoy', 'Will Ferrell', 'Anna Friel', 'Danny McBride', 'Jorma Taccone']",['Brad Silberling'],['Chris Henchy'],['Universal'],['Michael Giacchino'],['Dion Beebe'],"['Ryan Kavanaugh', 'Daniel Lupi', 'Adam McKay']",2526592.514383201,1.7769177489177492,0.49621052631578955,5289808.384345475,5337004.962654561,8.627783380862363,4416323.921564777
2819,b7174,w21377,o9492,land of the pharaohs,1955,2900000.0,2700000.0,-0.06896551724137931,2055-06-24 00:00:00,6.0,2.0,175.0,25.0,0.0,,6.0,[Vladimir Sagovsky],[Continental Company],"""['Jack Hawkins', 'Joan Collins', 'Dewey Martin', 'James Robertson Justice']""",['Howard Hawks'],"""['Harold Jack Bloom', 'William Faulkner', 'Harry Kurnitz']""",Warner Bros.,['Dimitri Tiomkin'],"""['Lee Garmes', 'Russell Harlan']""","""['Howard Hawks', 'Cinematographers']""","['Jack Hawkins', 'Joan Collins', 'Dewey Martin', 'James Robertson Justice']",['Howard Hawks'],"['Harold Jack Bloom', 'William Faulkner', 'Harry Kurnitz']",['Warner Bros.'],['Dimitri Tiomkin'],"['Lee Garmes', 'Russell Harlan']","['Howard Hawks', 'Cinematographers']",11.418057706041386,9.360069322543325,2.2748073114230243,15505963.552973289,19.26953874640328,7.054666126634441,38.08494470779774
2820,b7180,w21395,o9736,lara croft tomb raider: the cradle of life,2003,95000000.0,156500000.0,0.6473684210526316,2003-07-25 00:00:00,7.0,3.0,206.0,29.0,0.0,110.0,3.0,[Michael Kahn],"""[Mutual Film Company, BBC, Lawrence Gordon Productions, Eidos Entertainment, Tele MuÌnchen Gruppe, Toho-Towa, October Pictures]""","""['Angelina Jolie', 'Gerard Butler', 'Ciaran Hinds', 'Noah Taylor', 'Djimon Hounsou', 'Til Schweiger']""",['Jan DeBont'],,Paramount,['Alan Silvestri'],[David Tattersall],"""['Lawrence Gordon', 'Lloyd Levin']""","['Angelina Jolie', 'Gerard Butler', 'Ciaran Hinds', 'Noah Taylor', 'Djimon Hounsou', 'Til Schweiger']",['Jan DeBont'],[''],['Paramount'],['Alan Silvestri'],['David Tattersall'],"['Lawrence Gordon', 'Lloyd Levin']",3004897.5803735782,1.1428229665071772,0.0,10229619.047976788,1611041.2771670255,18.014434715081723,49.79182271208995
2821,b7181,w21396,o20046,lara croft: tomb raider,2001,115000000.0,274700000.0,1.388695652173913,2001-06-15 00:00:00,6.0,2.0,166.0,23.0,0.0,100.0,3.0,"""[Dallas Puett, Glen Scantlebury, Eric Strand, Mark Warner]""","""[Mutual Film Company, BBC, Lawrence Gordon Productions, Marubeni Corporation, Eidos Entertainment, KFP Produktions GmbH & Co. KG, Tele MuÌnchen Gruppe, Toho-Towa]""","""['Angelina Jolie', 'Jon Voight', 'Noah Taylor', 'Daniel Craig']""",['Simon West'],,Paramount,['Graeme Revell'],[Peter Menzies Jr.],"""['Lawrence Gordon', 'Lloyd Levin', 'Colin Wilson']""","['Angelina Jolie', 'Jon Voight', 'Noah Taylor', 'Daniel Craig']",['Simon West'],[''],['Paramount'],['Graeme Revell'],['Peter Menzies Jr.'],"['Lawrence Gordon', 'Lloyd Levin', 'Colin Wilson']",618514.5819818774,6.998577563953361,0.0,10229619.047976788,4422812.460867876,12.7851281542464,70.28204619382691
2822,b7183,w21404,,larger than life ,1996,30000000.0,8315693.0,-0.7228102333333334,1996-11-01 00:00:00,11.0,4.0,306.0,43.0,0.0,93.0,2.0,[Sidney Levin],,"""['Bill Murray', 'Matthew McConaughey']""",['Howard Franklin'],,MGM,[Miles Goodman],['Elliot Davis'],"""[Pen Densham, Richard Barton Lewis, John Watson]""","['Bill Murray', 'Matthew McConaughey']",['Howard Franklin'],[''],['MGM'],['Miles Goodman'],['Elliot Davis'],"['Pen Densham', 'Richard Barton Lewis', 'John Watson']",4339146.999948474,-1.5182824333333333,0.0,1642114.0117335503,81.88151013174843,8.09219687317382,-2.7264307
2823,b7186,w21405,o2585,larry crowne,2011,30000000.0,72000000.0,1.4,2011-07-01 00:00:00,7.0,3.0,182.0,26.0,1.0,99.0,3.0,[Alan Cody],"""[VendoÌme Pictures, Playtone]""","""['Tom Hanks', 'Julia Roberts', 'Bryan Cranston', 'Wilmer Valderrama', 'Taraji P. Henson', 'George Takei', 'Cedric the Entertainer', 'Nia Vardalos*', 'Rita Wilson*']""",['Tom Hanks'],"""['Tom Hanks', 'Nia Vardalos']""",Universal,['James Newton Howard'],[Philippe Rousselot],"""['Gary Goetzman', 'Tom Hanks']""","['Tom Hanks', 'Julia Roberts', 'Bryan Cranston', 'Wilmer Valderrama', 'Taraji P. Henson', 'George Takei', 'Cedric the Entertainer', 'Nia Vardalos', 'Rita Wilson']",['Tom Hanks'],"['Tom Hanks', 'Nia Vardalos']",['Universal'],['James Newton Howard'],['Philippe Rousselot'],"['Gary Goetzman', 'Tom Hanks']",75704.94810184624,1.7076923076923076,75.12873285185185,5289808.384345475,1875528.6496372758,25.367403976388882,194.86448541048293
2824,b7187,w21408,o20378,larry the cable guy: health inspector,2006,17000000.0,15700000.0,-0.07647058823529412,2006-03-24 00:00:00,3.0,1.0,83.0,12.0,0.0,89.0,3.0,[Gregg Featherman],"""[Samwilla, Shaler Entertainment, Parallel Entertainment Pictures]""",['Larry the Cable Guy'],Trent Cooper,,Lionsgate,"""[Tim P., Stephen Phillips]""",[Kim Marks],"""[Alan C. Blomquist, J.P. Williams]""",['Larry the Cable Guy'],['Trent Cooper'],[''],['Lionsgate'],"['Tim P.', 'Stephen Phillips']",['Kim Marks'],"['Alan C. Blomquist', 'J.P. Williams']",2810505.1160794115,-0.07647058823529412,0.0,194.92937217490604,-0.15294117647058825,-0.07647058823529412,-1.0431745098039216
2825,b7188,w21409,o3819,lars and the real girl,2007,12000000.0,11300000.0,-0.05833333333333333,2007-10-12 00:00:00,10.0,4.0,285.0,40.0,1.0,106.0,3.0,[Tatiana S. Riegel],,['Ryan Gosling'],['Craig Gillespie'],,MGM,[David Torn],[Adam Kimmel],['Sidney Kimmel'],['Ryan Gosling'],['Craig Gillespie'],[''],['MGM'],['David Torn'],['Adam Kimmel'],['Sidney Kimmel'],58.47509753893267,1.0548560606060602,0.0,1642114.0117335503,3.055490166666667,4.75360814978355,8.8265123426363
2826,,w21425,o14341,lassie come home,1943,666000.0,4517000.0,5.782282282282282,2043-12-01 00:00:00,12.0,4.0,335.0,48.0,0.0,89.0,,[Ben Lewis],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,b7192,w21426,,lassiter ,1984,20000000.0,17513452.0,-0.1243274,1984-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,100.0,4.0,[Benjamin A. Weissman],,"""['Tom Selleck', 'Jane Seymour']""",,,Warner Bros.,[Ken Thorne],[Gil Taylor],[Albert S. Ruddy],"['Tom Selleck', 'Jane Seymour']",[''],[''],['Warner Bros.'],['Ken Thorne'],['Gil Taylor'],['Albert S. Ruddy'],9.177640894444444,0.0,0.0,15505963.552973289,4.249424612882447,-0.1243274,13.48394651508919
2828,b7193,w21427,o19088,last action hero,1993,85000000.0,137300000.0,0.6152941176470588,1993-06-18 00:00:00,6.0,2.0,169.0,24.0,0.0,131.0,3.0,"""[Richard A. Harris, John Wright]""",,"""['Arnold Schwarzenegger', 'Ian McKellen*', 'Danny DeVito*', 'Sharon Stone*', 'Damon Wayans*']""",['John McTiernan'],"""['Shane Black', 'Zak Penn*']""",Columbia,['Michael Kamen'],[Dean Semler],"""[John McTiernan, Steve Roth]""","['Arnold Schwarzenegger', 'Ian McKellen', 'Danny DeVito', 'Sharon Stone', 'Damon Wayans']",['John McTiernan'],"['Shane Black', 'Zak Penn']",['Columbia'],['Michael Kamen'],['Dean Semler'],"['John McTiernan', 'Steve Roth']",4090669.9365764526,14.359590196119672,10.375200458503835,5801048.290532906,27.95658962700829,65.42244773057591,1.2305882352941175
2829,b7196,w21444,o16621,last chance harvey,2008,5000000.0,32561321.0,5.5122642,2008-12-25 00:00:00,12.0,4.0,360.0,51.0,1.0,92.0,3.0,[Robin Sales],,"""['Dustin Hoffman', 'Emma Thompson', 'Eileen Atkins', 'Kathy Baker', 'Liane Balaban', 'James Brolin', 'Richard Schiff']""",Joel Hopkins,,Overture Films,[Dickon Hinchliffe],[John de Borman],"""[Tim Perell, Nicola Usborne]""","['Dustin Hoffman', 'Emma Thompson', 'Eileen Atkins', 'Kathy Baker', 'Liane Balaban', 'James Brolin', 'Richard Schiff']",['Joel Hopkins'],[''],['Overture Films'],['Dickon Hinchliffe'],['John de Borman'],"['Tim Perell', 'Nicola Usborne']",189.213607104102,5.5122642,0.0,11.569814320588236,12.225900563636365,13.763968535707303,10.054103399999999
